title,url,bibtex,bibtex_type,bibtex_title,bibtex_year,language
The Use of Large Language Model in Code Review Automation: An Examination of Enforcing SOLID Principles,https://link.springer.com/chapter/10.1007/978-3-031-60615-1_6,"@inproceedings{martins2024use,
  title={The Use of Large Language Model in Code Review Automation: An Examination of Enforcing SOLID Principles},
  author={Martins, Gustavo F and Firmino, Emiliandro CM and De Mello, Vinicius P},
  booktitle={International Conference on Human-Computer Interaction},
  pages={86--97},
  year={2024},
  organization={Springer}
}",inproceedings,The Use of Large Language Model in Code Review Automation: An Examination of Enforcing SOLID Principles,2024,en
Measuring determinism in large language models for software code review,https://arxiv.org/abs/2502.20747,"@article{klishevich2025measuring,
  title={Measuring determinism in large language models for software code review},
  author={Klishevich, Eugene and Denisov-Blanch, Yegor and Obstbaum, Simon and Ciobanu, Igor and Kosinski, Michal},
  journal={arXiv preprint arXiv:2502.20747},
  year={2025}
}",article,Measuring determinism in large language models for software code review,2025,en
Automatic code review for SmartThings application using static analysis,http://cs.sookmyung.ac.kr/~chang/pub/son2017.pdf,"@article{son2017automatic,
  title={Automatic code review for SmartThings application using static analysis},
  author={Son, Janine Cassandra and Chang, Byeong-Mo and Choi, Kwanghoon},
  journal={íêµ­ì ë³´ê³¼íí íì ë°íë¼ë¬¸ì§},
  pages={513--515},
  year={2017}
}",article,Automatic code review for SmartThings application using static analysis,2017,en
Automatic code review generation: instruction evolution and intelligent filtering,https://www.mathnet.ru/eng/tisp1029,"@article{kachanov2025automatic,
  title={Automatic code review generation: instruction evolution and intelligent filtering},
  author={Kachanov, Vladimir Vladimirovich},
  journal={Proceedings of the Institute for System Programming of the RAS},
  volume={37},
  number={42},
  pages={117--132},
  year={2025},
  publisher={Institute for System Programming of the Russian Academy of Sciences}
}",article,Automatic code review generation: instruction evolution and intelligent filtering,2025,en
Transformer Models for Code Review Comment Generation: A Performance Comparison on GitHub Data,https://ieeexplore.ieee.org/abstract/document/11203699/,"@inproceedings{gogri2025transformer,
  title={Transformer Models for Code Review Comment Generation: A Performance Comparison on GitHub Data},
  author={Gogri, Yashvi and Panchal, Aayushi and Khatri, Yash and Gandhi, Janhvi and Raichada, Nikita},
  booktitle={2025 International Conference on Artificial Intelligence and Machine Vision (AIMV)},
  pages={1--6},
  year={2025},
  organization={IEEE}
}",inproceedings,Transformer Models for Code Review Comment Generation: A Performance Comparison on GitHub Data,2025,en
On the Automation of Code Review Tasks Through Cross-Task Knowledge Distillation,https://ieeexplore.ieee.org/abstract/document/11024304/,"@inproceedings{sghaier2025automation,
  title={On the Automation of Code Review Tasks Through Cross-Task Knowledge Distillation},
  author={Sghaier, Oussama Ben},
  booktitle={2025 IEEE/ACM 47th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion)},
  pages={228--229},
  year={2025},
  organization={IEEE}
}",inproceedings,On the Automation of Code Review Tasks Through Cross-Task Knowledge Distillation,2025,en
HalluJudge: A Reference-Free Hallucination Detection for Context Misalignment in Code Review Automation,https://arxiv.org/abs/2601.19072,"@article{tantithamthavorn2026hallujudge,
  title={HalluJudge: A Reference-Free Hallucination Detection for Context Misalignment in Code Review Automation},
  author={Tantithamthavorn, Kla and Lin, Hong Yi and Thongtanunam, Patanamon and Charoenwet, Wachiraphan and Jeong, Minwoo and Wu, Ming},
  journal={arXiv preprint arXiv:2601.19072},
  year={2026}
}",article,HalluJudge: A Reference-Free Hallucination Detection for Context Misalignment in Code Review Automation,2026,en
RefineCode: Enhancing Code Quality Through Actionable Code Review Recommendations and Intelligent Issue Resolution,https://www.researchgate.net/profile/Shadikur-Rahman/publication/394465408_RefineCode_Enhancing_Code_Quality_Through_Actionable_Code_Review_Recommendations_and_Intelligent_Issue_Resolution/links/689cae781156f345cea07395/RefineCode-Enhancing-Code-Quality-Through-Actionable-Code-Review-Recommendations-and-Intelligent-Issue-Resolution.pdf,"@article{rahman2024refinecode,
  title={RefineCode: Enhancing Code Quality Through Actionable Code Review Recommendations and Intelligent Issue Resolution},
  author={Rahman, Shadikur and Koana, Umme Ayman and Hoque, Enamul},
  year={2024}
}",article,RefineCode: Enhancing Code Quality Through Actionable Code Review Recommendations and Intelligent Issue Resolution,2024,en
Learning to boost the efficiency of modern code review,https://ieeexplore.ieee.org/abstract/document/9402629/,"@inproceedings{heumuller2021learning,
  title={Learning to boost the efficiency of modern code review},
  author={Heum{\""u}ller, Robert},
  booktitle={2021 IEEE/ACM 43rd International Conference on Software Engineering: Companion Proceedings (ICSE-Companion)},
  pages={275--277},
  year={2021},
  organization={IEEE}
}",inproceedings,Learning to boost the efficiency of modern code review,2021,en
Prompt Based Intelligent Service Method for Public Code Review,https://link.springer.com/chapter/10.1007/978-981-97-5575-2_41,"@inproceedings{chen2024prompt,
  title={Prompt Based Intelligent Service Method for Public Code Review},
  author={Chen, Xinyu and Zhang, Rui and Zhang, Jianwei},
  booktitle={International Conference on Database Systems for Advanced Applications},
  pages={471--475},
  year={2024},
  organization={Springer}
}",inproceedings,Prompt Based Intelligent Service Method for Public Code Review,2024,en
Exploring the Potential of Large Language Models in Fine-Grained Review Comment Classification,https://ieeexplore.ieee.org/abstract/document/11190200/,"@inproceedings{nguyen2025exploring,
  title={Exploring the Potential of Large Language Models in Fine-Grained Review Comment Classification},
  author={Nguyen, Linh and Liu, Chunhua and Lin, Hong Yi and Thongtanunam, Patanamon},
  booktitle={2025 IEEE International Conference on Source Code Analysis \& Manipulation (SCAM)},
  pages={43--54},
  year={2025},
  organization={IEEE}
}",inproceedings,Exploring the Potential of Large Language Models in Fine-Grained Review Comment Classification,2025,en
Code reviewing as methodology for online security studies with developers-a case study with freelancers on password storage,https://www.usenix.org/conference/soups2021/presentation/danilova,"@inproceedings{danilova2021code,
  title={Code reviewing as methodology for online security studies with developers-a case study with freelancers on password storage},
  author={Danilova, Anastasia and Naiakshina, Alena and Rasgauski, Anna and Smith, Matthew},
  booktitle={Seventeenth Symposium on Usable Privacy and Security (SOUPS 2021)},
  pages={397--416},
  year={2021}
}",inproceedings,Code reviewing as methodology for online security studies with developers-a case study with freelancers on password storage,2021,en
Effective teaching through code reviews: Patterns and anti-patterns,https://dl.acm.org/doi/abs/10.1145/3660764,"@article{sarma2024effective,
  title={Effective teaching through code reviews: Patterns and anti-patterns},
  author={Sarma, Anita and Chen, Nina},
  journal={Proceedings of the ACM on Software Engineering},
  volume={1},
  number={FSE},
  pages={1262--1283},
  year={2024},
  publisher={ACM New York, NY, USA}
}",article,Effective teaching through code reviews: Patterns and anti-patterns,2024,en
AUGER: automatically generating review comments with pre-training models,https://dl.acm.org/doi/abs/10.1145/3540250.3549099,"@inproceedings{li2022auger,
  title={AUGER: automatically generating review comments with pre-training models},
  author={Li, Lingwei and Yang, Li and Jiang, Huaxi and Yan, Jun and Luo, Tiejian and Hua, Zihan and Liang, Geng and Zuo, Chun},
  booktitle={Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering},
  pages={1009--1021},
  year={2022}
}",inproceedings,AUGER: automatically generating review comments with pre-training models,2022,en
Visualising Developer Interactions in Code Reviews,https://dl.acm.org/doi/abs/10.1145/3696630.3728583,"@inproceedings{bee2025visualising,
  title={Visualising Developer Interactions in Code Reviews},
  author={Bee, Daniel and Han, DongGyun},
  booktitle={Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering},
  pages={1070--1073},
  year={2025}
}",inproceedings,Visualising Developer Interactions in Code Reviews,2025,en
Detection and elimination of systematic labeling bias in code reviewer recommendation systems,https://dl.acm.org/doi/abs/10.1145/3463274.3463336,"@inproceedings{tecimer2021detection,
  title={Detection and elimination of systematic labeling bias in code reviewer recommendation systems},
  author={Tecimer, K Ayberk and T{\""u}z{\""u}n, Eray and Dibeklioglu, Hamdi and Erdogmus, Hakan},
  booktitle={Proceedings of the 25th International Conference on Evaluation and Assessment in Software Engineering},
  pages={181--190},
  year={2021}
}",inproceedings,Detection and elimination of systematic labeling bias in code reviewer recommendation systems,2021,en
Distilling quality enhancing comments from code reviews to underpin reviewer recommendation,https://ieeexplore.ieee.org/abstract/document/10411501/,"@article{rong2024distilling,
  title={Distilling quality enhancing comments from code reviews to underpin reviewer recommendation},
  author={Rong, Guoping and Yu, Yongda and Zhang, Yifan and Zhang, He and Shen, Haifeng and Shao, Dong and Kuang, Hongyu and Wang, Min and Wei, Zhao and Xu, Yong and others},
  journal={IEEE Transactions on Software Engineering},
  volume={50},
  number={7},
  pages={1658--1674},
  year={2024},
  publisher={IEEE}
}",article,Distilling quality enhancing comments from code reviews to underpin reviewer recommendation,2024,en
Enhancing Software Security for Salesforce Applications,https://www.researchgate.net/profile/Akshita-Kadam-2/publication/335520675_Enhancing_Software_Security_for_Salesforce_Applications/links/67a72926207c0c20fa7e3b32/Enhancing-Software-Security-for-Salesforce-Applications.pdf,"@article{kadam2019enhancing,
  title={Enhancing Software Security for Salesforce Applications},
  author={Kadam, Akshita D and Joshi, Seema},
  journal={International Journal for Research in Applied Science and Engineering Technology. https://doi. org/10.22214/ijraset},
  year={2019}
}",article,Enhancing Software Security for Salesforce Applications,2019,en
A code reviewer assignment model incorporating the competence differences and participant preferences,https://sciendo.com/2/v2/download/article/10.1515/fcds-2016-0004.pdf,"@article{wang2016code,
  title={A code reviewer assignment model incorporating the competence differences and participant preferences},
  author={Wang, Yanqing and Wang, Xiaolei and Jiang, Yu and Liang, Yaowen and Liu, Ying},
  journal={Foundations of Computing and Decision Sciences},
  volume={41},
  number={1},
  pages={77--91},
  year={2016}
}",article,A code reviewer assignment model incorporating the competence differences and participant preferences,2016,en
Towards Automated Identification of Violation Symptoms of Architecture Erosion,https://arxiv.org/abs/2306.08616,"@article{li2023towards,
  title={Towards Automated Identification of Violation Symptoms of Architecture Erosion},
  author={Li, Ruiyin and Liang, Peng and Avgeriou, Paris},
  journal={arXiv preprint arXiv:2306.08616},
  year={2023}
}",article,Towards Automated Identification of Violation Symptoms of Architecture Erosion,2023,en
Implementing customer-specific test automation,https://www.theseus.fi/handle/10024/897267,"@article{manandhar2025implementing,
  title={Implementing customer-specific test automation},
  author={Manandhar, Sabita},
  year={2025}
}",article,Implementing customer-specific test automation,2025,en
